"ps" "z1"
"110" 0.819340741400638 1
"111" 0.825181737947626 0
"112" 0.999342831445848 1
"113" 0.112959292707819 0
"114" 0.999406021535348 1
"115" 0.999649224410249 1
"116" 0.99265279050582 1
"117" 0.993086191041222 1
"118" 0.0620781692153153 0
"119" 0.0414925412130761 0
"120" 0.476529952932135 0
"121" 0.99999555254228 1
"122" 0.561213700565944 0
"123" 0.460563207219225 0
"124" 0.989224636834408 1
"125" 0.0148260099367582 0
"126" 0.0000470347787090985 0
"127" 0.999811668067865 1
"128" 0.996165654989528 1
"129" 0.280441864673585 0
"130" 0.0000312584839829006 0
"131" 0.998054866950616 1
"132" 0.997850457624288 1
"133" 0.0248527996930546 0
"134" 0.971873418319163 1
"135" 0.994413106205663 1
"136" 0.0000105538204020258 0
"137" 0.834555970061757 1
"138" 0.68713575265076 1
"139" 0.964462060173586 1
"140" 0.0141865289537626 0
"141" 0.0496848091265686 0
"142" 0.751227213630276 0
"143" 0.0983642189019548 0
"144" 0.138123294581689 0
"145" 0.721630710123248 1
"146" 0.0167401413513985 0
"147" 0.122996307844673 0
"148" 0.606076484247656 1
"149" 0.550232623100715 1
"150" 0.949078370380018 1
"151" 0.518698880729225 1
"152" 0.0182690451280725 0
"153" 0.0298224307266633 0
"154" 0.0265929738656728 0
"155" 0.284366950644567 0
"156" 0.0000642075397262933 0
"157" 0.0149483260781365 0
"158" 0.00335928099253669 0
"159" 0.00503025339961427 0
"160" 0.00806506062351406 0
"161" 0.00892509374993773 0
"162" 0.00371674212124836 0
"163" 0.00285371648508234 0
"164" 0.000938316506167923 0
"165" 0.00246182979559 0
"166" 0.0215884257453017 0
"167" 0.0145785246754189 0
"168" 0.00242302043794223 0
"169" 0.0293483922395479 0
"170" 0.0130108076293617 0
"171" 0.000391301719212851 0
"172" 0.000857299450589789 0
"173" 0.000886445550192564 0
"174" 0.00505801420431628 0
"175" 0.00316342314372791 0
"176" 0.00682484911938821 0
"177" 0.00175535422875872 0
"178" 0.012597205547773 0
"179" 0.000970402519189272 0
"180" 0.00446383817618876 0
"181" 0.0673078499873448 0
"182" 0.0150395840083347 0
"183" 0.0067139766739323 0
"184" 0.00360855864396125 0
"185" 0.034582167632284 0
"186" 0.000317180575403721 0
"187" 0.013760984864229 0
"188" 0.0211581417635652 0
"189" 0.0556697106968541 0
"190" 0.00777099221600345 0
"191" 0.034363934695027 0
"192" 0.0100262318836409 0
"193" 0.0908808799806239 0
"194" 0.00318697801291376 0
"195" 0.197688930070802 0
"196" 0.00102463937667453 0
"197" 0.00981865383489408 0
"198" 0.0264709282439037 0
"199" 0.0211017692892809 0
"200" 0.00899943042138984 0
"201" 0.0162584114288955 0
"202" 0.0431178012613523 0
"203" 0.302148336944195 0
"204" 0.00131276300534561 0
"205" 0.0211096044660242 0
"206" 0.584128612966064 0
"207" 0.996531638770224 1
"208" 0.667598671888424 1
"209" 0.871020757644684 0
"210" 0.829055909982254 1
"211" 0.379427760590101 0
"212" 0.0615361253948301 0
"213" 0.0266694519822676 0
"214" 0.0192602676684098 0
"215" 0.0213992243160385 0
"216" 0.0264236810070903 0
"217" 0.00795944756594217 0
"218" 0.00656186357060918 0
"219" 0.0495305445928997 0
"220" 0.0453396137347006 0
"221" 0.0428646177433437 0
"222" 0.15859702864149 0
"223" 0.0431199089926967 0
"224" 0.0837634977650407 0
"225" 0.0303040383139248 0
"226" 0.881287791572976 0
"227" 0.0488308157512571 0
"228" 0.0653468809018597 0
"229" 0.0968740665918423 0
"230" 0.0091996915248611 0
"231" 0.240385850954357 0
"232" 0.0185049556269663 0
"233" 0.00449775364474 0
"234" 0.0100909000697732 0
"235" 0.0188834774055617 0
"236" 0.0620486205901104 0
"237" 0.249982898913884 0
"238" 0.973853990373932 0
"239" 0.0537628356609162 0
"240" 0.0410409471004875 0
"241" 0.0448286254815714 0
"242" 0.0358273996709865 0
"243" 0.990328388749486 1
"244" 0.0119850917253747 0
"245" 0.0268325047980166 0
"246" 0.0218540523970482 0
"247" 0.0157374019920866 0
"248" 0.00779821503643015 0
"249" 0.0111983310893756 0
"250" 0.0620324253665502 0
"251" 0.010373473338027 0
"252" 0.00695797707482633 0
"253" 0.0348240238028117 0
"254" 0.613025083852658 1
"255" 0.0431355900310363 0
"256" 0.0315541744996332 0
"257" 0.887237442185344 1
"258" 0.93342938032773 1
"259" 0.752482403337728 1
"260" 0.00895821353924863 0
"261" 0.882984670477129 1
"262" 0.0552274004280817 0
"263" 0.183054478719718 0
"264" 0.00000476196846332517 0
"265" 0.283869236474072 0
"266" 0.0439227401796248 0
"267" 0.998456658435067 1
"268" 0.890975440042002 1
"269" 0.993392722634904 1
"270" 0.0320383069884047 0
"271" 0.0330923649467158 0
"272" 0.0280490094197241 0
"273" 0.0134491188432923 0
"274" 0.0100815710903868 0
"275" 0.00585923710814598 0
"276" 0.0236385264154929 0
"277" 0.144169558079836 0
"278" 0.0250103962122813 0
"279" 0.0650295353683346 0
"280" 0.742922152558243 0
"281" 0.984238325968586 1
"282" 0.00103647098014859 0
"283" 0.00251320417547217 0
"284" 0.131841721181679 0
"285" 0.000155987698651409 0
"286" 0.0333643135106563 0
"287" 0.574017943539132 1
"288" 0.815709795611601 1
"289" 0.422392236631491 0
"290" 0.135053246137982 1
"291" 0.0297097396307885 0
"292" 0.102037116124598 0
"293" 0.280771484200454 0
"294" 0.815119633947911 0
"295" 0.0811603885752134 0
"296" 0.996697596381484 1
"297" 0.0663053342253755 0
"298" 0.0369952719931364 0
"299" 0.0741314794524556 0
"300" 0.994725281858296 1
"301" 0.959914655514077 1
"302" 0.949168838393707 1
"303" 0.963226039912696 1
"304" 0.000181849158325112 0
"305" 0.0657886892265752 0
"306" 0.993999753533924 1
"307" 0.165384403713529 0
"308" 0.0112470644507204 0
"309" 0.235370518397567 0
"310" 0.912276004329391 1
"311" 0.988667468488553 1
"312" 0.244339711703895 0
"313" 0.141035504932648 0
"314" 0.0265463704846476 0
"315" 0.00000653188777122597 0
"316" 0.998909278611689 1
"317" 0.00459024448127408 0
"318" 0.999905382718389 1
"319" 0.355075451716801 0
"320" 0.00694369908577349 0
"321" 0.025943379440934 0
"322" 0.146754548510816 0
"323" 0.0465448186441369 0
"324" 0.0127190150652635 0
"325" 0.168779236964392 0
"326" 0.00247037905490821 0
"327" 0.00999895492272169 0
"328" 0.245290801690562 0
"329" 0.0495224409693831 0
"330" 0.999027660131859 1
"331" 0.0520013011440159 0
"332" 0.230657376893301 0
"333" 0.993729784102307 1
"334" 0.989512849579241 1
"335" 0.770212071980483 1
"336" 0.850268002741707 1
"337" 0.00484420236875106 0
"338" 0.0137973246509448 0
"339" 0.617530094863443 1
"340" 0.994009881251463 1
"341" 0.706127991422798 1
"342" 0.977386510316201 1
"343" 0.9973022255366 1
"344" 0.984050208966719 1
"345" 0.968127327672814 1
"346" 0.266952794818426 1
"347" 0.867417142093494 1
"348" 0.0609519396748485 0
"349" 0.0796875897071098 0
"350" 0.00803590789850153 0
"351" 0.102551182430023 0
"352" 0.0263410935143736 0
"353" 0.995596403069928 1
"354" 0.93652045516002 1
"355" 0.966943803969536 1
"356" 0.979960789656437 1
"357" 0.352040692005233 1
"358" 0.0315926433889605 0
"359" 0.356003736212516 1
"360" 0.140462823750897 0
"361" 0.791017942343315 1
"362" 0.148307426950114 1
"363" 0.201212920505918 1
"364" 0.391346107787651 1
"365" 0.130444147426305 1
"366" 0.0836543748379348 0
"367" 0.0219481971216628 0
"368" 0.0211879955694907 0
"369" 0.0226026648162955 0
"370" 0.0544712895485741 0
"371" 0.0885481196780013 0
"372" 0.150950068972167 1
"373" 0.755506464524708 1
"374" 0.0502250417517439 1
"375" 0.791224518768313 1
"376" 0.0968410619503144 0
"377" 0.09534995387499 0
"378" 0.00989295596248751 0
"379" 0.000244559990668741 0
"380" 0.419318497477921 1
"381" 0.942337329905759 1
"382" 0.704098073646159 1
"383" 0.175393766826841 0
"384" 0.0914953528488046 0
"385" 0.104445073037871 0
"386" 0.0274029877005536 0
"387" 0.0254006271082494 0
"388" 0.0608070502675908 0
"389" 0.0212393363095585 0
"390" 0.00575984551165535 0
"391" 0.571992273906443 0
"392" 0.715787340236836 1
"393" 0.381740212589169 1
"394" 0.696499263190947 1
"395" 0.167200754280158 0
"396" 0.026156227013709 0
"397" 0.110045634329965 0
"398" 0.0282951311401261 0
"399" 0.0260140246674124 0
"400" 0.042869905301216 0
"401" 0.655219962821771 1
"402" 0.841170598749036 1
"403" 0.1291414428253 0
"404" 0.99592148384669 1
"405" 0.999979519889009 1
"406" 0.911578599441041 1
"407" 0.0673931167422875 0
"408" 0.14073754084694 1
"409" 0.690480045871331 1
"410" 0.0983160819140496 0
"411" 0.793489523472477 1
"412" 0.0246689425441438 0
"413" 0.133913209404453 0
"414" 0.0501056357329446 0
"415" 0.0162270597217396 0
"416" 0.0351318672078912 0
"417" 0.992335858751016 1
"418" 0.962836634352075 1
"419" 0.990421806281451 1
"420" 0.995265200171629 1
"421" 0.9931984747686 1
"422" 0.993218057481122 1
"423" 0.982412413829124 1
"424" 0.997840241403652 1
"425" 0.914601153297853 1
"426" 0.244635498452731 0
"427" 0.181668362462938 0
"428" 0.53843198511088 1
"429" 0.241526887240166 1
"430" 0.99997732727659 1
"431" 0.999343094718694 1
"432" 0.998572125126448 1
"433" 0.0706410287630635 0
"434" 0.995361919308664 1
"435" 0.997651247081512 1
"436" 0.925986459851351 1
"437" 0.96876776625496 1
"438" 0.640530600383401 0
"439" 0.997907500691885 1
"440" 0.842316545004165 0
"441" 0.3758009046192 0
"442" 0.0676685189283239 0
"443" 0.118096834407507 0
"444" 0.99955621522459 1
"445" 0.998530152284768 1
"446" 0.742756007495078 1
"447" 0.896963395582062 1
"448" 0.291661053269855 0
"449" 0.329553820413407 0
"450" 0.0399220881378309 0
"451" 0.0237444949715453 0
"452" 0.192699687096277 0
"453" 0.00925356867239327 0
"454" 0.0515206910962778 0
"455" 0.012630450250645 0
"456" 0.222339748404776 1
"457" 0.993784928474037 1
"458" 0.981732140650961 1
"459" 0.992584040450559 1
"460" 0.0488097404085754 0
"461" 0.978025452443826 1
"462" 0.107208617246881 0
"463" 0.0251675759896804 0
"464" 0.395330582648813 0
"465" 0.0141305010610263 0
"466" 0.0244625026718511 0
"467" 0.931904865374618 1
"468" 0.864165569498597 1
"469" 0.0000304101197119784 0
"470" 0.0873527100488736 0
"471" 0.635098780498467 0
"472" 0.163489434004876 0
"473" 0.0307735077062019 0
"474" 0.972286848483937 1
"475" 0.768671042834991 1
"476" 0.963272393592263 1
"477" 0.999103339642482 1
"478" 0.957725435419885 1
"479" 0.976676062595612 1
"480" 0.630827127701614 0
"481" 0.913113200564096 1
"482" 0.960223153728169 1
"483" 0.837232529411634 1
"484" 0.934045643076271 1
"485" 0.380780979096042 0
"486" 0.403278986124156 0
"487" 0.997602804867665 1
"488" 0.918266963266199 1
"489" 0.610032577409332 1
"490" 0.96973100407353 1
"491" 0.00857729785667609 0
"492" 0.965742435245667 1
"493" 0.859053273227382 1
"494" 0.984862797686254 1
"495" 0.777346551238429 1
"496" 0.661587145683512 1
"497" 0.68681066919828 1
"498" 0.436390744660867 1
"499" 0.888388957295601 1
"500" 0.735914136358163 1
"501" 0.360706655068777 1
"502" 0.113866307012468 0
"503" 0.0792348032209633 0
"504" 0.124602291128375 1
"505" 0.0241241928691009 0
"506" 0.0120811060957519 0
"507" 0.974181206532836 0
"508" 0.17563782713372 0
"509" 0.0155845268981459 0
"510" 0.019002545320251 0
"511" 0.0232447170334189 0
"512" 0.89812686527546 0
"513" 0.0110760581601981 0
"514" 0.83403987950382 1
"515" 0.0776254459630957 1
"516" 0.150821872976232 1
"517" 0.247890819108184 1
"518" 0.531156755790986 1
"519" 0.132769593156694 0
"520" 0.738867214587641 1
"521" 0.729956503509299 1
"522" 0.000423575651766508 0
"523" 0.00674422854031489 0
"524" 0.0330813633129533 0
"525" 0.0284941931035194 0
"526" 0.774140947115515 1
"527" 0.578923325868142 1
"528" 0.857249629152019 1
"529" 0.885831842646762 1
"530" 0.0255706274052354 0
"531" 0.0316229369988316 0
"532" 0.01250022178536 0
"533" 0.0490453749414001 0
"534" 0.024732497039939 0
"535" 0.953875423651836 1
"536" 0.0974952160376258 0
"537" 0.406480463576274 0
"538" 0.0735989720246981 0
"539" 0.0144552492167721 0
"540" 0.0836714357637112 0
"541" 0.12024588140042 0
"542" 0.109561973211614 0
"543" 0.222831007572204 0
"544" 0.0613253097957614 0
"545" 0.122567143164483 0
"546" 0.0305658462260972 0
"547" 0.0344296951671054 0
"548" 0.0344034002903577 0
"549" 0.11969422296106 0
"550" 0.0328356227044847 0
"551" 0.00488911835699758 0
"552" 0.0237070620496352 0
"553" 0.0242476445201587 0
"554" 0.039323087341757 0
"555" 0.0189711657256212 0
"556" 0.014914158524656 0
"557" 0.0020757572014895 0
"558" 0.877328608775971 1
"559" 0.315127682068563 1
"560" 0.979068188873278 1
"561" 0.0247327137488425 0
"562" 0.922957673624025 1
"563" 0.00421157305397636 0
"564" 0.014319586720265 0
"565" 0.0381737337860679 0
"566" 0.120271093173545 0
"567" 0.946222960832039 0
"568" 0.0177014336131424 0
"569" 0.178432978000255 1
"570" 0.0147511627225404 0
"571" 0.00314442319096552 0
"572" 0.32961492105469 1
"573" 0.00504359875264602 0
"574" 0.0224708447631671 0
"575" 0.0307932921326587 0
"576" 0.515540658614612 0
"577" 0.0000102196485948409 0
"578" 0.0000245675699017128 0
"579" 0.00843733498655495 0
"580" 0.937843178398011 1
"581" 0.00328908788233346 0
"582" 0.0156947352082759 0
"583" 0.029611624885152 0
"584" 0.00385411160407422 0
"585" 0.00346494948205178 0
"586" 0.0173676348287244 1
"587" 0.15544825664091 1
"588" 0.780797479874676 1
"589" 0.429621003245647 1
"590" 0.0158368384183802 0
"591" 0.0381486822935741 0
"592" 0.0818372891578481 0
"593" 0.0759705671055337 0
"594" 0.977743891667599 1
"595" 0.00471877718651644 0
"596" 0.0239607620348933 0
"597" 0.560644038130716 0
"598" 0.245677188810769 0
"599" 0.0641749123069917 0
"600" 0.0279315184605205 0
"601" 0.0143522490218175 0
"602" 0.0768383434377957 0
"603" 0.0165709538803905 0
"604" 0.0170924418420253 0
"605" 0.0298916965549693 0
"606" 0.0139555781558454 0
"607" 0.0147161265804877 0
"608" 0.998243938159305 1
"609" 0.479823619266386 1
"610" 0.755147097331091 0
"611" 0.0411687451656419 0
"612" 0.0641794892563119 0
"613" 0.00176703903620682 0
"614" 0.041188112575694 0
"615" 0.00402409222569991 0
"616" 0.879043775882972 1
"617" 0.0215374942267153 0
"618" 0.0431783702166592 0
"619" 0.0484596451762745 0
"620" 0.151907723482965 0
"621" 0.0172397490709067 0
"622" 0.0227484621068415 0
"623" 0.953948459615595 1
"624" 0.0704994026164912 0
"625" 0.99787267214468 1
"626" 0.0437876172395214 0
"627" 0.017494267615231 0
"628" 0.0486888733585067 0
"629" 0.333173120793273 0
"630" 0.00212156689668838 0
"631" 0.00967462548303452 0
"632" 0.221327286887136 0
"633" 0.146276681645156 0
"634" 0.0426435498505232 0
"635" 0.0437993958480548 0
"636" 0.556339554884984 1
"637" 0.996696989523317 1
"638" 0.044081402326658 1
"639" 0.0000183250221142854 0
"640" 0.68250806857281 1
"641" 0.943496615674756 1
"642" 0.207875067963541 1
"643" 0.0872181071392879 0
"644" 0.0122319297177678 0
"645" 0.024783268202628 0
"646" 0.0156176358337568 0
"647" 0.00657014675582186 0
"648" 0.0171230394583736 0
"649" 0.0121784698437126 0
"650" 0.0288918237306101 0
"651" 0.0570103570408723 0
"652" 0.709816717246986 1
"653" 0.0424925763797497 0
"654" 0.202020785721321 0
"655" 0.0310485223380578 0
"656" 0.00619116846109804 0
"657" 0.063393949768257 0
"658" 0.0472966834578924 0
"659" 0.00603759038551006 0
"660" 0.0261790112516981 0
"661" 0.0123421970672105 0
"662" 0.026841343916482 0
"663" 0.0306303252435825 0
"664" 0.0346133247094943 0
"665" 0.0112660732875066 0
"666" 0.0177617464839203 0
"667" 0.999080814047042 1
"668" 0.0110295244867434 0
"669" 0.645883455478347 1
"670" 0.204757568756244 0
"671" 0.551183354049307 1
"672" 0.00379980619281276 0
"673" 0.00807285625014698 0
"674" 0.0240187778021395 0
