id,year,DPCdummy,doctor,nurse,general_beds,allowance_doctor,ave_serve_doctor,use_rates_general,ave_stays_general,ave_inpatient_per1day,ave_outpatient_per1day,inpatients_per1doctor,outpatients_per1nurse,medical_fee_per1inpatient,medical_fee_per1outpatient,inspections_per100patients,fixed_assets_per1bed,medical_revenue,non_medical_revenue,medical_cost_per1day1man,areas_facility,MrozDPC
651,25,0,11,69,130,976462,29,84.4,22.1,82,237,7.2,2,32037,12277,440.8,20158,1718301,102803,15655.93679,11392,1.58390270423136
652,25,0,8,50,59,760052,19,87.4,25.7,96,200,11,2.4,21643,7319,164.5,22124,1338609,217227,13526.53647,9235,2.23330427493469
653,25,0,9,58,60,821245,27,89.6,20.2,91,191,8.4,1.5,24386,6372,233.5,30110,1220718,661963,14049.12076,8101,2.2778632613511
654,25,0,8,52,50,816138,20,92.5,23.3,90,191,9.6,2.1,22919,7273,130,30568,1232981,344547,13463.29645,10854,2.28197715235732
655,25,0,5,15,30,909933,6,71.9,19.3,22,137,3.6,6.5,22570,5467,222,25479,427525,92645,8168.518997,2884,2.4908076484949
656,25,0,5,11,25,709533,7,78.8,18,20,130,4.2,5,22741,6029,56.6,11912,397786,40440,7676.438356,2103,2.368911139018
657,25,1,132,662,577,887452,18,87.2,10.3,511,862,3.9,0.9,72762,13697,755.4,34951,17588139,3103151,38685.43635,70257,0.00196969209723437
659,25,0,35,197,334,819886,18,63.2,14.1,211,487,6.1,1.7,42841,9913,85.2,19960,4951324,543702,21832.20159,23810,0.546219757117383
661,25,0,8,50,122,769896,22,52.7,22.7,64,246,5.2,2.4,28485,15434,85.1,12788,1784496,108849,16239.70835,6302,2.37273068644247
662,25,0,12,57,97,617813,18,75.7,22.8,97,253,6.1,2.4,24839,12498,334.2,13211,1920505,117614,15374.36399,11989,1.94983088929894
663,25,0,3,10,56,1004528,7,81.7,36.6,46,46,15.3,2.3,18315,15692,278.1,6250,598174,39436,18709.05301,2599,2.26970631492522
665,25,0,5,28,54,640350,9,80.2,36,72,125,8.4,1.7,17252,5216,231.1,2760,727959,59664,11615.07545,3790,2.18661094151973
667,25,0,8,50,54,672208,22,86.3,19.9,81,155,8,1.5,23453,8887,95.5,21641,1197320,235535,15493.90527,8392,2.39574170044075
669,25,0,8,51,99,787031,23,71.2,18.4,70,184,7,1.9,25697,7645,405.9,7502,1086972,100659,12877.33794,5492,2.00424245908131
670,25,0,3,27,60,729167,26,87,27.4,52,94,12.9,1.7,24363,6478,395.7,7162,682402,81562,13403.26515,2906,2.06902271525134
671,25,0,8,54,58,989025,26,93,17,97,215,11.9,1.6,22301,6940,351.1,22205,1297314,194213,12163.38251,7703,2.10881940568568
672,25,0,5,26,60,1002177,17,84.5,25.7,51,124,9.8,2,21364,5703,69.1,11521,641418,114948,11410.44227,3066,2.22681682325735
673,25,0,11,83,120,977235,15,81.5,18.7,140,367,6.9,2.3,31110,7217,110.8,12738,2373081,481772,13980.69223,17549,1.46654186614342
675,25,0,3,22,66,709800,24,87.1,60.5,60,37,15.9,0.7,19851,13300,62.3,2091,562112,136734,18198.22059,3218,2.39586264061713
676,25,1,33,205,270,945464,20,82.3,16.1,222,344,6.7,0.9,45399,16191,545.5,8092,5407082,373990,25953.86998,19452,0.521359373938832
677,25,1,47,227,397,722044,17,73.1,17.1,290,874,5.9,1.8,37679,10750,391.9,16066,6610646,234634,14352.28075,29327,0.101658619929278
678,25,1,22,148,197,986720,22,76.1,14.8,150,255,6.3,0.9,41327,9193,110.1,24499,3075403,137416,20041.58295,16198,1.29495299621166
679,25,0,18,103,149,914523,23,86.9,19.4,175,499,9.2,2.2,27084,7564,538.5,20092,2885528,611411,11663.14784,11634,1.15839818046598
680,25,0,2,16,45,1134250,25,57.6,18.6,26,79,6.8,3,21771,7133,69.4,7681,418877,33060,11276.94716,2158,3.03526571466197
681,25,0,7,58,120,813533,13,47.8,22.8,57,151,7.6,1.6,24202,9256,169.1,7211,947686,235071,15890.80611,6604,2.44210278764918
682,25,0,7,56,105,1069119,22,85.4,25.3,134,231,10.4,1.8,21917,7894,63,15076,1728967,100737,13099.82361,10225,1.96003843084926
683,25,0,2,12,24,1078125,23,76.1,19,25,51,8.7,2.3,22364,5333,99.9,7451,331011,127827,15022.56669,2491,2.72137373667007
684,25,0,3,27,39,1087083,23,83.1,22.1,88,126,19.5,1.9,18873,4521,41.9,13870,831551,197629,11444.07886,5328,2.58411586497873
685,25,0,5,36,56,821033,24,52.5,16.9,66,110,9.8,1.4,20070,6494,136.1,7907,793715,110261,13591.45392,5222,3.06368319440694
686,25,0,6,38,75,983264,23,66.9,16.3,50,241,6.3,3.1,23797,5381,116.1,17231,870538,433770,9475.460152,4174,2.43219857618339
687,25,1,40,193,250,782451,14,95.4,12,238,330,4.7,0.9,47375,16804,344.7,28855,5683427,256516,27422.61721,17959,0.490148451122591
688,25,0,6,94,102,709247,11,80.2,23.3,105,197,11,0.9,25118,7932,348.4,17470,1458565,524584,16636.48734,13556,1.90369164296711
689,25,0,17,118,154,765132,19,96.6,19.1,191,287,9.4,1.3,31637,10210,427.3,25958,3126462,265217,18765.86806,15845,1.1590804488928
690,25,0,3,26,42,941944,27,85.4,20,36,94,8.8,2,27983,6763,110.5,39597,576747,257608,16052.85564,4129,2.57730198127317
691,25,0,3,13,30,1235250,26,76,18.8,23,115,6.9,3.4,22031,4685,202.4,6278,366617,61872,8068.910066,1228,2.58943519914629
692,25,0,12,59,120,818277,15,66.2,17.8,79,286,7.7,3.2,34973,6781,61.4,22476,1579605,159577,12456.8587,8521,1.76315725085142
693,25,0,5,22,50,1006350,22,64.8,28.6,32,138,6.5,2.9,21257,11078,51,10000,687936,83829,13821.75665,3569,2.84286721929447
694,25,0,2,32,56,889958,19,73.8,17.5,41,156,11.4,2.3,26349,6301,451.1,26755,800500,111236,12615.47876,4051,2.29734443151648
695,25,0,3,18,30,1039861,10,55.8,16,17,90,5.6,2.5,26509,9247,129.8,19936,424806,85172,11822.9164,2173,2.90392217044293
696,25,0,4,18,29,1266640,19,78.6,20.8,23,96,5.5,2.3,21004,8649,314,27183,434328,123645,12428.18004,2783,2.6803742739487
697,25,0,10,66,120,1007467,18,69.6,18,84,384,8.4,2.5,31681,8561,328.6,24422,1867585,109811,11187.4839,8055,1.67084163258236
699,25,0,2,21,36,915583,15,75.7,19.7,42,98,21.2,2.5,18922,5761,145.3,14431,489767,78350,11118.16047,3771,2.63860086651064
700,25,1,98,546,641,732551,19,68.9,15.3,442,768,4.6,0.9,64843,13467,583.4,6820,13242332,703705,30080.47096,37724,0.00110347110936421
701,25,0,1,21,20,2461250,24,96.2,25.6,53,69,16.3,1,18942,8107,55.7,17393,560340,12171,12946.5978,3618,2.60797479337827
702,25,1,25,146,270,839387,19,52.2,19.5,180,366,7.2,1.6,38381,10854,425.2,13333,3788813,421812,18866.35556,19861,0.96703679036912
